ax,ay,az,gx,gy,gz,g_mag
0.189476710472408,0.20326909829860937,0.9294213170496641,-0.01381370636286812,-0.010054662127523166,4.095059497060668e-05,0.01708556089010309
0.9983474092239143,-0.12471779786816983,0.07812335645004499,-0.018989206387994288,0.037599077517300496,-0.0055933018415075635,0.042491947647619384
1.0038826817587854,0.0022977021319596264,0.08759366332201139,1.7653480118643103,0.10636413153005143,0.2868811887733844,1.7916661932239066
1.0066304868785807,0.008186291917630355,0.06227927560531556,1.715213003208354,0.07840663155545984,0.19157843573162403,1.7276589777164562
0.4437179362299334,-0.2826601395357232,0.8275873941737276,-0.06822867380767876,0.01570168996172601,-0.015142234758656913,0.07163087512166158
1.0040079477194646,0.08198003304148031,0.013155410544926284,1.9028130271918595,0.2480886024838436,0.16737983951979138,1.9262038785681816
0.08949303323106818,-0.6632094658793791,0.7054541352715356,-0.022755113263424137,0.007780060342472026,-0.001095285318710218,0.02407330821663589
0.9549061914383974,-0.32299453251100296,0.14009341984772916,2.061931561977235,-0.6465975589081898,0.5174881128850664,2.2220360295101558
0.26460194057406816,-0.5871843642982536,0.7341755300667137,-0.01742883154463086,0.006334222667156318,-0.00157477748077601,0.018610923403264975
1.0244957973066169,-0.3996434692793301,-0.01486202714415109,3.1039288101562867,-1.4178942498580027,1.0742640471107443,3.577546841791644
0.08890796778196554,-0.6593231354165395,0.7100382909557618,-0.011043782772745495,0.0044800735534737375,-0.00539733067202334,0.013083095022176095
0.9470924959246341,-0.32053380933110304,0.08738308589862655,2.3550428698188854,-0.7949331800949931,0.542984454048267,2.5442047474287137
0.4586103599932187,-0.3252964905900725,0.8081950815310209,-0.020451340049092753,0.003450170531543288,-0.011450216638950768,0.023691104819726323
0.9149258815594874,-0.39256456666705036,0.09749133877630696,-0.018146225622088653,-0.0071228962283691665,0.014077856149483038,0.02404593913269764
0.9072767224053934,-0.42122641236414105,0.1320567052054017,-0.11050746272942075,0.05162283142714515,-0.025504397957122754,0.12460854849730434
-0.008513521190673456,0.18811501341972195,0.9526323447467395,-0.021249021525094242,0.01108504950230384,-0.0008175901406654938,0.023980569048305724
1.0013400275677655,-0.0764343713365801,0.04796670812152546,-0.0028330726695136076,0.016741010881892157,-0.003553792811671318,0.01734696484825698
0.8596912990592699,-0.5343808101263522,0.10770626280381297,2.38285229925327,-1.5166713562785725,0.7882414022556621,2.9325077308069374
1.0206634227735598,-0.21729512024497427,0.14711186366755336,2.0238278315602654,-0.4649101708749548,0.4095954168266115,2.1165511957583902
-0.022846767757284447,0.1808188793500165,0.9545951361929981,-0.0202393973742787,0.015027204181973404,-0.0026265430348335773,0.025344601001288446
0.2652979278539204,-0.5912473333689706,0.7310864221932728,-0.019581384949548503,0.007797211205905429,-0.0053934581674770525,0.021755838989481118
